director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Jon Hess,Burt Young,Ian Gomez,Thomas Ian Griffith,Action,excessive force,Burt Young Ian Gomez Thomas Ian Griffith Jon Hess Action
Mark Herman,Richard Johnson,Sheila Hancock,Cara Horgan,Drama War,the boy in the striped pajamas,Richard Johnson Sheila Hancock Cara Horgan Mark Herman Drama War
unknown,Peter Mensah,Kelvin Taylor,Viva Bianca,Action Adventure Biography Drama History,spartacus: war of the damned            ,Peter Mensah Kelvin Taylor Viva Bianca unknown Action Adventure Biography Drama History
Lionel C. Martin,Bernie Mac,Gilbert Gottfried,Lark Voorhies,Comedy,how to be a player,Bernie Mac Gilbert Gottfried Lark Voorhies Lionel C. Martin Comedy
Lijun Sun,Jon Heder,Tom Arnold,Rebecca Black,Action Adventure Animation Comedy Family,legend of kung fu rabbit,Jon Heder Tom Arnold Rebecca Black Lijun Sun Action Adventure Animation Comedy Family
Mabel Cheung,Wei Tang,Ching Wan Lau,Hailu Qin,Drama,a tale of three cities,Wei Tang Ching Wan Lau Hailu Qin Mabel Cheung Drama
unknown,Antonia Thomas,Johnny Flynn,Hannah Britland,Comedy,lovesick            ,Antonia Thomas Johnny Flynn Hannah Britland unknown Comedy
Dean Wright,Santiago Cabrera,Eduardo Verástegui,Catalina Sandino Moreno,Drama History War,for greater glory: the true story of cristiada,Santiago Cabrera Eduardo Verástegui Catalina Sandino Moreno Dean Wright Drama History War
Eric Lartigau,Karin Viard,Eric Elmosnino,François Damiens,Comedy Drama Music,la famille bélier,Karin Viard Eric Elmosnino François Damiens Eric Lartigau Comedy Drama Music
unknown,Michaela Conlin,T.J. Thyne,Tamara Taylor,Comedy Crime Drama Mystery Romance,bones            ,Michaela Conlin T.J. Thyne Tamara Taylor unknown Comedy Crime Drama Mystery Romance
John Putch,Robert Picardo,Diedrich Bader,Esai Morales,Drama Mystery Sci-Fi,atlas shrugged ii: the strike,Robert Picardo Diedrich Bader Esai Morales John Putch Drama Mystery Sci-Fi
unknown,Krystyna Janda,Olaf Lubaszenko,Olgierd Lukaszewicz,Drama,dekalog            ,Krystyna Janda Olaf Lubaszenko Olgierd Lukaszewicz unknown Drama
Rafa Lara,Jorge Luis Moreno,Andrés Montiel,William Miller,Drama History War,"cinco de mayo, la batalla",Jorge Luis Moreno Andrés Montiel William Miller Rafa Lara Drama History War
Arthur Hiller,Eric Idle,Harvey Weinstein,Ryan O'Neal,Comedy,an alan smithee film: burn hollywood burn,Eric Idle Harvey Weinstein Ryan O'Neal Arthur Hiller Comedy
Marcus Raboy,Mike Epps,Tamala Jones,Glenn Plummer,Comedy Crime Music,the janky promoters,Mike Epps Tamala Jones Glenn Plummer Marcus Raboy Comedy Crime Music
Robert Adetuyi,Shane Pollard,Mishael Morgan,Chase Armitage,Drama Music,you got served: beat the world,Shane Pollard Mishael Morgan Chase Armitage Robert Adetuyi Drama Music
Taedong Park,Drake Bell,Tom Arnold,Amanda Troop,Adventure Animation,jungle shuffle,Drake Bell Tom Arnold Amanda Troop Taedong Park Adventure Animation
Vic Sarin,Jimi Mistry,Jesse Moss,John Light,Drama Romance,partition,Jimi Mistry Jesse Moss John Light Vic Sarin Drama Romance
Douglas Aarniokoski,Boris Kodjoe,Katrina Bowden,Kathleen Turner,Horror Thriller,nurse 3d,Boris Kodjoe Katrina Bowden Kathleen Turner Douglas Aarniokoski Horror Thriller
unknown,Ronn Moss,Katherine Kelly Lang,Hunter Tylo,Drama Romance,the bold and the beautiful            ,Ronn Moss Katherine Kelly Lang Hunter Tylo unknown Drama Romance
Kevin Tancharoen,Lea Michele,Heather Morris,Kevin McHale,Documentary Music,glee: the 3d concert movie,Lea Michele Heather Morris Kevin McHale Kevin Tancharoen Documentary Music
Peter Cattaneo,Jacqueline McKenzie,Vince Colosimo,Peter Callan,Drama Family,opal dream,Jacqueline McKenzie Vince Colosimo Peter Callan Peter Cattaneo Drama Family
Ole Christian Madsen,Lars Mikkelsen,Thure Lindhardt,Christian Berkel,Drama History Thriller War,flame and citron,Lars Mikkelsen Thure Lindhardt Christian Berkel Ole Christian Madsen Drama History Thriller War
Julian Jarrold,Andrew Garfield,Warren Clarke,John Henshaw,Crime Drama Mystery Thriller,red riding: in the year of our lord 1974,Andrew Garfield Warren Clarke John Henshaw Julian Jarrold Crime Drama Mystery Thriller
unknown,Dee Bradley Baker,James Arnold Taylor,Tom Kane,Action Adventure Animation Drama Fantasy Sci-Fi,star wars: the clone wars            ,Dee Bradley Baker James Arnold Taylor Tom Kane unknown Action Adventure Animation Drama Fantasy Sci-Fi
J.C. Chandor,Robert Redford,unknown,unknown,Action Adventure Drama,all is lost,Robert Redford unknown unknown J.C. Chandor Action Adventure Drama
Serdar Akar,Necati Sasmaz,Bergüzar Korel,Ghassan Massoud,Action Adventure,valley of the wolves: iraq,Necati Sasmaz Bergüzar Korel Ghassan Massoud Serdar Akar Action Adventure
Danny Boyle,Noah Huntley,Megan Burns,David Schneider,Drama Horror Sci-Fi Thriller,28 days later...,Noah Huntley Megan Burns David Schneider Danny Boyle Drama Horror Sci-Fi Thriller
unknown,Nick Wechsler,Philip Winchester,Jeff Marlow,Action Crime Drama Thriller,the player            ,Nick Wechsler Philip Winchester Jeff Marlow unknown Action Crime Drama Thriller
unknown,Dominic Cooper,Joseph Gilgun,Ruth Negga,Adventure Drama Fantasy Mystery,preacher            ,Dominic Cooper Joseph Gilgun Ruth Negga unknown Adventure Drama Fantasy Mystery
unknown,Tom Hardy,Jack O'Connell,Kevin McNally,Drama Romance,wuthering heights            ,Tom Hardy Jack O'Connell Kevin McNally unknown Drama Romance
James Nunn,Spencer Wilding,Mark Wingett,Kacey Clarke,Action Drama,green street 3: never back down,Spencer Wilding Mark Wingett Kacey Clarke James Nunn Action Drama
Claude Miller,Sandrine Kiberlain,Edouard Baer,Roschdy Zem,Comedy Crime Drama Romance Thriller,alias betty,Sandrine Kiberlain Edouard Baer Roschdy Zem Claude Miller Comedy Crime Drama Romance Thriller
Sacha Bennett,Bob Hoskins,Jenny Agutter,Vincent Regan,Comedy,outside bet,Bob Hoskins Jenny Agutter Vincent Regan Sacha Bennett Comedy
Siddharth Anand,Saif Ali Khan,Mary Goggin,Vic Aviles,Comedy Family Romance,ta ra rum pum,Saif Ali Khan Mary Goggin Vic Aviles Siddharth Anand Comedy Family Romance
Marc Webb,Joseph Gordon-Levitt,Chloë Grace Moretz,Zooey Deschanel,Comedy Drama Romance,500 days of summer,Joseph Gordon-Levitt Chloë Grace Moretz Zooey Deschanel Marc Webb Comedy Drama Romance
unknown,Kirsten Dunst,Adam Goldberg,Oliver Platt,Crime Drama Thriller,fargo            ,Kirsten Dunst Adam Goldberg Oliver Platt unknown Crime Drama Thriller
unknown,Sarah Michelle Gellar,Alyson Hannigan,Emma Caulfield,Action Drama Fantasy Romance,buffy the vampire slayer            ,Sarah Michelle Gellar Alyson Hannigan Emma Caulfield unknown Action Drama Fantasy Romance
unknown,Melinda Clarke,Xander Berkeley,Aaron Stanford,Action Crime Drama Thriller,nikita            ,Melinda Clarke Xander Berkeley Aaron Stanford unknown Action Crime Drama Thriller
unknown,Jensen Ackles,Ashley Scott,John Savage,Action Drama Mystery Sci-Fi,dark angel            ,Jensen Ackles Ashley Scott John Savage unknown Action Drama Mystery Sci-Fi
Jean-Marie Poiré,Christian Clavier,Isabelle Nanty,Valérie Lemercier,Comedy Fantasy Sci-Fi,les visiteurs,Christian Clavier Isabelle Nanty Valérie Lemercier Jean-Marie Poiré Comedy Fantasy Sci-Fi
Gus Van Sant,Matt Damon,Casey Affleck,unknown,Adventure Drama Mystery,gerry,Matt Damon Casey Affleck unknown Gus Van Sant Adventure Drama Mystery
David Lam,Michael Wong,Louis Koo,Stephen Au,Action Crime,z storm,Michael Wong Louis Koo Stephen Au David Lam Action Crime
Richard Rich,Debi Derryberry,Kate Higgins,Cindy Robinson,Action Adventure Animation Comedy Drama Family Fantasy Thriller,alpha and omega 4: the legend of the saw toothed cave,Debi Derryberry Kate Higgins Cindy Robinson Richard Rich Action Adventure Animation Comedy Drama Family Fantasy Thriller
Ian Fitzgibbon,Jim Broadbent,Brendan Coyle,Michael McElhatton,Action Comedy Crime Drama Romance Thriller,perrier's bounty,Jim Broadbent Brendan Coyle Michael McElhatton Ian Fitzgibbon Action Comedy Crime Drama Romance Thriller
Wolfgang Becker,Florian Lukas,Chulpan Khamatova,Burghart Klaußner,Drama Romance,good bye lenin!,Florian Lukas Chulpan Khamatova Burghart Klaußner Wolfgang Becker Drama Romance
unknown,Maria Pia Calzone,Fortunato Cerlino,Marco D'Amore,Crime Drama Thriller,gomorrah            ,Maria Pia Calzone Fortunato Cerlino Marco D'Amore unknown Crime Drama Thriller
Michael Moore,Osama bin Laden,Stevie Wonder,Ricky Martin,Documentary Drama War,fahrenheit 9/11,Osama bin Laden Stevie Wonder Ricky Martin Michael Moore Documentary Drama War
Walt Becker,Ryan Reynolds,Curtis Armstrong,Erik Estrada,Comedy Romance,van wilder: party liaison,Ryan Reynolds Curtis Armstrong Erik Estrada Walt Becker Comedy Romance
unknown,Jim Broadbent,Tuppence Middleton,Lily James,Drama History Romance War,war & peace            ,Jim Broadbent Tuppence Middleton Lily James unknown Drama History Romance War
Jean-Jacques Mantello,Charlotte Rampling,Daryl Hannah,unknown,Adventure Documentary Short,dolphins and whales 3d: tribes of the ocean,Charlotte Rampling Daryl Hannah unknown Jean-Jacques Mantello Adventure Documentary Short
unknown,Francis Capra,Jason Dohring,Enrico Colantoni,Crime Drama Mystery,veronica mars            ,Francis Capra Jason Dohring Enrico Colantoni unknown Crime Drama Mystery
Rick Bieber,Aidan Quinn,Kendrick Cross,Sammy Nagi Njuguna,Biography Drama Sport,the 5th quarter,Aidan Quinn Kendrick Cross Sammy Nagi Njuguna Rick Bieber Biography Drama Sport
unknown,Romola Garai,Blake Ritson,Rupert Evans,Comedy Drama Romance,emma            ,Romola Garai Blake Ritson Rupert Evans unknown Comedy Drama Romance
Cédric Klapisch,Romain Duris,Cécile De France,Iddo Goldberg,Comedy Drama,l'auberge espagnole,Romain Duris Cécile De France Iddo Goldberg Cédric Klapisch Comedy Drama
Christopher M. Bessette,Mira Sorvino,John Billingsley,Trieu Tran,Drama Thriller,trade of innocents,Mira Sorvino John Billingsley Trieu Tran Christopher M. Bessette Drama Thriller
unknown,Simon Bird,Belinda Stewart-Wilson,James Buckley,Comedy Romance,the inbetweeners            ,Simon Bird Belinda Stewart-Wilson James Buckley unknown Comedy Romance
Jaume Balagueró,Jonathan D. Mellor,Pablo Rosso,Andrea Ros,Horror,[rec] 2,Jonathan D. Mellor Pablo Rosso Andrea Ros Jaume Balagueró Horror
Ronan Chapalain,Norbert Ferrer,Guillaume Denaiffe,Chloe Hollings,Documentary,sea rex 3d: journey to a prehistoric world,Norbert Ferrer Guillaume Denaiffe Chloe Hollings Ronan Chapalain Documentary
James Manera,Joaquim de Almeida,Greg Germann,Kristoffer Polaha,Drama Mystery Sci-Fi,atlas shrugged: who is john galt?,Joaquim de Almeida Greg Germann Kristoffer Polaha James Manera Drama Mystery Sci-Fi
Feroz Abbas Khan,Akshaye Khanna,Bhoomika Chawla,Darshan Jariwala,Biography Drama History,"gandhi, my father",Akshaye Khanna Bhoomika Chawla Darshan Jariwala Feroz Abbas Khan Biography Drama History
Klaus Menzel,Adam Garcia,Jacqueline Bisset,Alice Evans,Mystery Romance Thriller,fascination,Adam Garcia Jacqueline Bisset Alice Evans Klaus Menzel Mystery Romance Thriller
Jim Amatulli,Heather Locklear,Patricia Neal,Katie Leclerc,Drama Family Music,flying by,Heather Locklear Patricia Neal Katie Leclerc Jim Amatulli Drama Family Music
unknown,Corbin Bernsen,Dulé Hill,Timothy Omundson,Comedy Crime Mystery,psych            ,Corbin Bernsen Dulé Hill Timothy Omundson unknown Comedy Crime Mystery
Barrett Esposito,Chazz Palminteri,Cyndi Lauper,Danny Aiello,Animation Family,henry & me,Chazz Palminteri Cyndi Lauper Danny Aiello Barrett Esposito Animation Family
Eric Bross,Teri Polo,Esai Morales,Nicholas Gonzalez,Crime Drama Thriller,we have your husband,Teri Polo Esai Morales Nicholas Gonzalez Eric Bross Crime Drama Thriller
Vicky Jewson,James Frain,Sofia Black-D'Elia,Lisa Kay,Action Drama Thriller War,born of war,James Frain Sofia Black-D'Elia Lisa Kay Vicky Jewson Action Drama Thriller War
Marc Bennett,Michael Rapaport,Natasha Henstridge,Costas Mandylor,Comedy Drama,should've been romeo,Michael Rapaport Natasha Henstridge Costas Mandylor Marc Bennett Comedy Drama
Mike Mayhall,David Raizor,Cody Howard,Martin Kove,Family,running forever,David Raizor Cody Howard Martin Kove Mike Mayhall Family
Michael Winterbottom,Steve Coogan,Shirley Henderson,Dylan Moran,Comedy Drama,tristram shandy: a cock and bull story,Steve Coogan Shirley Henderson Dylan Moran Michael Winterbottom Comedy Drama
Christophe Ali,Denis Lavant,Isild Le Besco,Emmanuelle Bercot,Drama,camping sauvage,Denis Lavant Isild Le Besco Emmanuelle Bercot Christophe Ali Drama
Leonard Farlinger,Keith Carradine,Gary Farmer,Stephen McHattie,Western,all hat,Keith Carradine Gary Farmer Stephen McHattie Leonard Farlinger Western
unknown,Dan Fogler,Indiana Evans,KaDee Strickland,Crime Drama,secrets and lies            ,Dan Fogler Indiana Evans KaDee Strickland unknown Crime Drama
Beto Gómez,Jaime Camil,Gerardo Taracena,Joaquín Cosio,Adventure Comedy Western,saving private perez,Jaime Camil Gerardo Taracena Joaquín Cosio Beto Gómez Adventure Comedy Western
Chan-wook Park,Min-sik Choi,Yeong-ae Lee,Hye-jeong Kang,Crime Drama,lady vengeance,Min-sik Choi Yeong-ae Lee Hye-jeong Kang Chan-wook Park Crime Drama
Peter DeLuise,Katherine McNamara,Dove Cameron,Braeden Lemasters,Comedy,r.l. stine's monsterville: the cabinet of souls,Katherine McNamara Dove Cameron Braeden Lemasters Peter DeLuise Comedy
unknown,Zack Ward,Jonathan Crombie,Megan Follows,Drama Family,anne of green gables            ,Zack Ward Jonathan Crombie Megan Follows unknown Drama Family
R. Balki,Vidya Balan,Abhishek Bachchan,Paresh Rawal,Comedy Drama,paa,Vidya Balan Abhishek Bachchan Paresh Rawal R. Balki Comedy Drama
unknown,Dorian Missick,Daniella Alonso,Ellen Barkin,Crime Drama,animal kingdom            ,Dorian Missick Daniella Alonso Ellen Barkin unknown Crime Drama
Duane Journey,Molly C. Quinn,Lara Flynn Boyle,Lochlyn Munro,Comedy Horror,hansel & gretel get baked,Molly C. Quinn Lara Flynn Boyle Lochlyn Munro Duane Journey Comedy Horror
unknown,Holly Hunter,Dylan Minnette,Bokeem Woodbine,Drama Fantasy,saving grace            ,Holly Hunter Dylan Minnette Bokeem Woodbine unknown Drama Fantasy
Rick de Oliveira,Laura Ramsey,Alan Taylor,Benjamin Fletcher,Documentary,the real cancun,Laura Ramsey Alan Taylor Benjamin Fletcher Rick de Oliveira Documentary
Jorge Ramírez Suárez,Hector Kotsifakis,Adriana Barraza,Arcelia Ramírez,Drama,"buen día, ramón",Hector Kotsifakis Adriana Barraza Arcelia Ramírez Jorge Ramírez Suárez Drama
unknown,Doug Brochu,Tiffany Thornton,Brandon Mychal Smith,Comedy Family Romance,sonny with a chance            ,Doug Brochu Tiffany Thornton Brandon Mychal Smith unknown Comedy Family Romance
Chris Stokes,Kristen Quintrall,Rachel Sterling,Black Thomas,Horror,no vacancy,Kristen Quintrall Rachel Sterling Black Thomas Chris Stokes Horror
Bruce Macdonald,Rachel Hendrix,Cheryl Ladd,Diana Vickers,Adventure Biography Drama Romance,the perfect wave,Rachel Hendrix Cheryl Ladd Diana Vickers Bruce Macdonald Adventure Biography Drama Romance
Alan Jacobs,Snoop Dogg,Laz Alonso,Nicholas Gonzalez,Drama,down for life,Snoop Dogg Laz Alonso Nicholas Gonzalez Alan Jacobs Drama
Andrucha Waddington,Fernanda Montenegro,Seu Jorge,Fernanda Torres,Drama,house of sand,Fernanda Montenegro Seu Jorge Fernanda Torres Andrucha Waddington Drama
unknown,David Ogden Stiers,Jamie Farr,Mike Farrell,Comedy Drama War,m*a*s*h            ,David Ogden Stiers Jamie Farr Mike Farrell unknown Comedy Drama War
unknown,Ta'Rhonda Jones,Gabourey Sidibe,Malik Yoba,Drama Music,empire            ,Ta'Rhonda Jones Gabourey Sidibe Malik Yoba unknown Drama Music
Salvador Carrasco,Elpidia Carrillo,Zaide Silvia Gutiérrez,Damián Delgado,Drama History,la otra conquista,Elpidia Carrillo Zaide Silvia Gutiérrez Damián Delgado Salvador Carrasco Drama History
André Øvredal,Otto Jespersen,Johanna Mørck,Glenn Erland Tosterud,Comedy Drama Fantasy Horror,trollhunter,Otto Jespersen Johanna Mørck Glenn Erland Tosterud André Øvredal Comedy Drama Fantasy Horror
Avi Nesher,Fisher Stevens,Elizabeth Berkley,Robert Townsend,Action Comedy Crime Thriller,taxman,Fisher Stevens Elizabeth Berkley Robert Townsend Avi Nesher Action Comedy Crime Thriller
unknown,James Nesbitt,Ash Cook,Genevieve O'Reilly,Drama Thriller,the secret            ,James Nesbitt Ash Cook Genevieve O'Reilly unknown Drama Thriller
Charles Ferguson,Jane Goodall,Jerry Brown,Peter Agnefjall,Documentary,time to choose,Jane Goodall Jerry Brown Peter Agnefjall Charles Ferguson Documentary
Uwe Boll,Bashar Rahal,Shelly Varod,Ralitsa Paskaleva,Action Adventure Fantasy Thriller,in the name of the king: the last job,Bashar Rahal Shelly Varod Ralitsa Paskaleva Uwe Boll Action Adventure Fantasy Thriller
Daniel Petrie Jr.,Chris Brochu,Jeff Fahey,Rita Wilson,Drama Thriller,dawn patrol,Chris Brochu Jeff Fahey Rita Wilson Daniel Petrie Jr. Drama Thriller
Antonio Simoncini,Ray Winstone,Joe Egan,Glen Murphy,Crime Mystery Thriller,lords of london,Ray Winstone Joe Egan Glen Murphy Antonio Simoncini Crime Mystery Thriller
Kirk Jones,James Nesbitt,David Kelly,Fionnula Flanagan,Comedy,waking ned devine,James Nesbitt David Kelly Fionnula Flanagan Kirk Jones Comedy
David Raynr,Nancy O'Dell,Mikki Padilla,Dayna Devon,Biography Comedy Documentary,martin lawrence live: runteldat,Nancy O'Dell Mikki Padilla Dayna Devon David Raynr Biography Comedy Documentary
Kunihiko Yuyama,Veronica Taylor,Eric Stuart,Lisa Ortiz,Action Adventure Animation Family Fantasy Sci-Fi,pokémon 3: the movie,Veronica Taylor Eric Stuart Lisa Ortiz Kunihiko Yuyama Action Adventure Animation Family Fantasy Sci-Fi
unknown,Matthew Senreich,Seth Green,Breckin Meyer,Animation Comedy,robot chicken            ,Matthew Senreich Seth Green Breckin Meyer unknown Animation Comedy
unknown,Rachel Griffiths,Jessica De Gouw,Luke Ford,Drama War,deadline gallipoli            ,Rachel Griffiths Jessica De Gouw Luke Ford unknown Drama War
Mira Nair,Indira Varma,Sarita Choudhury,Rekha,Crime Drama History Romance,kama sutra: a tale of love,Indira Varma Sarita Choudhury Rekha Mira Nair Crime Drama History Romance
unknown,Craig T. Nelson,Colm Feore,Megalyn Echikunwoke,Horror Sci-Fi Thriller,creature            ,Craig T. Nelson Colm Feore Megalyn Echikunwoke unknown Horror Sci-Fi Thriller
unknown,Danny Pino,Megan Hilty,Zach Grenier,Comedy Drama Horror Sci-Fi Thriller,braindead            ,Danny Pino Megan Hilty Zach Grenier unknown Comedy Drama Horror Sci-Fi Thriller
Bobby Roth,Virginia Madsen,Aaron Ashmore,Lindsey Haun,Drama Family Music,brave new girl,Virginia Madsen Aaron Ashmore Lindsey Haun Bobby Roth Drama Family Music
unknown,Susan Hampshire,Amanda Mealing,Tim Healy,Drama,the grand            ,Susan Hampshire Amanda Mealing Tim Healy unknown Drama
